Geo Point;Geo Shape;gid;libelle;ident;type;zone;comptage_5m;cdate;mdate
44.8561349, -0.646032;"{""coordinates"": [-0.646032, 44.8561349], ""type"": ""Point""}";2716;16 Avenue de Magudas - Vers Avenue de la Libération;PT.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9058279, -0.5172669;"{""coordinates"": [-0.5172669, 44.9058279], ""type"": ""Point""}";2491;6 avenue de la Somme - Vers Rue Maurice Lubbert;PW1-A.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8321938, -0.648128;"{""coordinates"": [-0.648128, 44.8321938], ""type"": ""Point""}";2712;3 Avenue de Belfort  - Vers Avenue des Eyquems;PR.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8221078, -0.5825699;"{""coordinates"": [-0.5825699, 44.8221078], ""type"": ""Point""}";2551;202 Rue St Genès - Vers Rue Diaz;P20.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8483659, -0.5464669;"{""coordinates"": [-0.5464669, 44.8483659], ""type"": ""Point""}";2633;254 Avenue Thiers - Vers 4 Pavillons;P61.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8165198, -0.565901;"{""coordinates"": [-0.565901, 44.8165198], ""type"": ""Point""}";2629;Rue de Bègles - Vers Rue Pelleport;P59.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8700629, -0.5122519;"{""coordinates"": [-0.5122519, 44.8700629], ""type"": ""Point""}";2786;34 Avenue de Paris vers Prévost Sansac de Traversay;Z2203CT4;BOUCLE;2203;0;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8356889, -0.5838539;"{""coordinates"": [-0.5838539, 44.8356889], ""type"": ""Point""}";2453;37 Cours du Marechal Juin vers Pey Berland;Z201CT102;BOUCLE;201;;2021-04-28T12:57:13+02:00;2026-02-04T10:35:28+01:00
44.7888649, -0.5906659;"{""coordinates"": [-0.5906659, 44.7888649], ""type"": ""Point""}";2688;240 Avenue de Thouars - Vers Rue Alfred de Musset;PF.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9466229, -0.5381369;"{""coordinates"": [-0.5381369, 44.9466229], ""type"": ""Point""}";2500;33 avenue de la Garonne - Vers Impasse Paul Jaumouille;PB2-A.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8371809, -0.5647359;"{""coordinates"": [-0.5647359, 44.8371809], ""type"": ""Point""}";2451;Pont de Pierre vers Stalingrad;Z203CT7;BOUCLE;203;0;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8409339, -0.7563459;"{""coordinates"": [-0.7563459, 44.8409339], ""type"": ""Point""}";2508;49 avenue Colonel Pierre Bourgoin - Vers Rue de Foundiougne;PJ2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8502818, -0.581062;"{""coordinates"": [-0.581062, 44.8502818], ""type"": ""Point""}";2585;113 Rue de la Course - Vers Rue Chapelier;P37.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8328178, -0.598687;"{""coordinates"": [-0.598687, 44.8328178], ""type"": ""Point""}";2443;Boulevard Antoine Gautier vers rue Berruer;Z901CT6;BOUCLE;901;0;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8686749, -0.5895238;"{""coordinates"": [-0.5895238, 44.8686749], ""type"": ""Point""}";2611;Rue Georges Bonnac - Vers Rue Brizard;P50.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9119398, -0.7242398;"{""coordinates"": [-0.7242398, 44.9119398], ""type"": ""Point""}";2488;1 route de Germignan - Vers Route de Saint Médard;PT1-B.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8295118, -0.572249;"{""coordinates"": [-0.572249, 44.8295118], ""type"": ""Point""}";2556;28 Cours de la Somme - Vers Rue Tiffonet;P22.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8290298, -0.5803878;"{""coordinates"": [-0.5803878, 44.8290298], ""type"": ""Point""}";2627;Rue Lamourous - Vers Rue de Pessac;P58.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7865269, -0.604992;"{""coordinates"": [-0.604992, 44.7865269], ""type"": ""Point""}";2783;21 Cours du Général De Gaulle vers ech. 16;Z1701CT23;BOUCLE;1701;2;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8258698, -0.6281049;"{""coordinates"": [-0.6281049, 44.8258698], ""type"": ""Point""}";2707;Avenue François Mitterrand croisement Rue Beauséjour - Vers Avenue Pierre Mendès-France;PP.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8892578, -0.67421;"{""coordinates"": [-0.67421, 44.8892578], ""type"": ""Point""}";2722;71 Rue de Médoc - Vers Rue des Vignes de Bussac;PW.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8523339, -0.6155659;"{""coordinates"": [-0.6155659, 44.8523339], ""type"": ""Point""}";2470;130 avenue du Louis Barthou - Vers Avenue Saint Amand;PO2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9083309, -0.66896;"{""coordinates"": [-0.66896, 44.9083309], ""type"": ""Point""}";2723;86 Avenue de Soulac - Vers Rue de la Liberté;PX.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8372669, -0.5648838;"{""coordinates"": [-0.5648838, 44.8372669], ""type"": ""Point""}";2542;Pont de Pierre - Vers Porte de Bourgogne;P15.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8395299, -0.5588529;"{""coordinates"": [-0.5588529, 44.8395299], ""type"": ""Point""}";2548;10 rue de la Benauge - Quai Deschamps;P18.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8683908, -0.5698138;"{""coordinates"": [-0.5698138, 44.8683908], ""type"": ""Point""}";2524;100 Boulevard A. Daney - Vers Rue Lucien Faure;P6.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8943589, -0.500346;"{""coordinates"": [-0.500346, 44.8943589], ""type"": ""Point""}";2769;51 avenue Austin Conte - Vers Rue du Moulin;PX1.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7735689, -0.564641;"{""coordinates"": [-0.564641, 44.7735689], ""type"": ""Point""}";2438;Avenue des Pyrénées - Vers Rue Marcel Utrillo;PW2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8932608, -0.6679549;"{""coordinates"": [-0.6679549, 44.8932608], ""type"": ""Point""}";2434;325 avenue du Médoc - Vers Allée de Buceguette;PK2.1;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.9480279, -0.60212;"{""coordinates"": [-0.60212, 44.9480279], ""type"": ""Point""}";2768;27 avenue Durand Dassier - Vers Rue Maurice Fillon;PV1.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.9529378, -0.4679379;"{""coordinates"": [-0.4679379, 44.9529378], ""type"": ""Point""}";2774;21 avenue Gustave Eiffel - Vers Rue Amand Mouchague;PA2.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8805158, -0.5625138;"{""coordinates"": [-0.5625138, 44.8805158], ""type"": ""Point""}";2525;Boulevard Aliénor d Aquitaine - Vers échangeur 4;P7.1;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8138928, -0.6043389;"{""coordinates"": [-0.6043389, 44.8138928], ""type"": ""Point""}";2700;124 Avenue de la Mission Haut Brion - Vers Rue de Peybouquey;PL.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8340088, -0.5986439;"{""coordinates"": [-0.5986439, 44.8340088], ""type"": ""Point""}";2441;Boulevard Antoine Gautier vers Cité des Pêcheurs;Z901CT7;BOUCLE;901;0;2021-04-28T12:57:12+02:00;2026-09-24T10:15:00+02:00
44.8547668, -0.5994169;"{""coordinates"": [-0.5994169, 44.8547668], ""type"": ""Point""}";2581;109 Avenue d Eysines - Vers Rue Jacques Gerald;P35.1;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8768588, -0.5347749;"{""coordinates"": [-0.5347749, 44.8768588], ""type"": ""Point""}";2656;10 Quai Numa Sensine - Vers Quai de Brazza;P73.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8405439, -0.576062;"{""coordinates"": [-0.576062, 44.8405439], ""type"": ""Point""}";2607;Rue Castillon - Vers Rue Margaux;P48.1;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8129778, -0.5644958;"{""coordinates"": [-0.5644958, 44.8129778], ""type"": ""Point""}";2668;10 Cours Victor Hugo - Vers Barrière de Bègles;P79.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8418059, -0.578803;"{""coordinates"": [-0.578803, 44.8418059], ""type"": ""Point""}";2606;58 Cours de l Intendance - Vers Place de la Comédie;P47.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8141779, -0.5488248;"{""coordinates"": [-0.5488248, 44.8141779], ""type"": ""Point""}";2677;66 Avenue Alexis Capelle - Vers Rue du Maréchal Foch;PA.1;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8033289, -0.612285;"{""coordinates"": [-0.612285, 44.8033289], ""type"": ""Point""}";2696;78 Avenue du Dr Albert Schweitzer - Vers Avenue Phenix Haut-Brion;PJ.2;PONCTUEL;0;;2021-04-28T12:57:12+02:00;2021-04-28T12:57:12+02:00
44.8200468, -0.5836819;"{""coordinates"": [-0.5836819, 44.8200468], ""type"": ""Point""}";2646;Cours Gambetta - Vers Barrière Saint Genès;P67.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8198488, -0.5121079;"{""coordinates"": [-0.5121079, 44.8198488], ""type"": ""Point""}";2512;7 route de Latresne - Vers Chemin des Collines;PE2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8401888, -0.599418;"{""coordinates"": [-0.599418, 44.8401888], ""type"": ""Point""}";2442;2 Avenue de la République vers rue Judaïque;Z601CT8;BOUCLE;601;0;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8671568, -0.5756909;"{""coordinates"": [-0.5756909, 44.8671568], ""type"": ""Point""}";2730;Parc relais Ravezies Le Bouscat allée de Boutaut - Vers Rue du Professeur Lannelongue;PA1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8063019, -0.6302659;"{""coordinates"": [-0.6302659, 44.8063019], ""type"": ""Point""}";2697;10 Avenue Jean Jaurès - Vers Rue Herman Lemoine;PK.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8578648, -0.531201;"{""coordinates"": [-0.531201, 44.8578648], ""type"": ""Point""}";2658;1 Avenue Carnot - Vers Rue Pierre Curie;P74.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8355959, -0.5683608;"{""coordinates"": [-0.5683608, 44.8355959], ""type"": ""Point""}";2620;45 Cours Victor Hugo - Vers Les Quais;P54.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8876668, -0.5171649;"{""coordinates"": [-0.5171649, 44.8876668], ""type"": ""Point""}";2752;Terminus tram A arrêt La Gardette avenue des Griffons - Vers Rue du Président Allende;PL1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7773939, -0.5922389;"{""coordinates"": [-0.5922389, 44.7773939], ""type"": ""Point""}";2685;121 Croix de Monjous - Vers Rue de Bénédigues;PE.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8314848, -0.5548469;"{""coordinates"": [-0.5548469, 44.8314848], ""type"": ""Point""}";2544;Pont St Jean - Vers Rive Droite;P16.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8485838, -0.5631428;"{""coordinates"": [-0.5631428, 44.8485838], ""type"": ""Point""}";2636;75 Quai Queyries - Vers le Pont de Pierre;P62.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8408479, -0.7563489;"{""coordinates"": [-0.7563489, 44.8408479], ""type"": ""Point""}";2433;49 avenue Colonel Pierre Bourgoin - Vers Allée de Marchegay;PJ2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8443079, -0.578483;"{""coordinates"": [-0.578483, 44.8443079], ""type"": ""Point""}";2599;68 Cours Georges Clémenceau - Vers Place Gambetta;P44.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8299889, -0.5560229;"{""coordinates"": [-0.5560229, 44.8299889], ""type"": ""Point""}";2779;15 quais de Paludate vers Saget;Z502CT23;BOUCLE;502;0;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8307468, -0.5447459;"{""coordinates"": [-0.5447459, 44.8307468], ""type"": ""Point""}";2782;9 Quai de la Souys vers rue d'Artagnan;Z503CT24;BOUCLE;503;6;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8434169, -0.5892678;"{""coordinates"": [-0.5892678, 44.8434169], ""type"": ""Point""}";2579;69 Rue Lachassaigne - Vers Rue Capdeville;P34.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8313388, -0.57807;"{""coordinates"": [-0.57807, 44.8313388], ""type"": ""Point""}";2622;20 Rue Costedoat - Vers Cours Aristide Briand;P55.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8386178, -0.5894888;"{""coordinates"": [-0.5894888, 44.8386178], ""type"": ""Point""}";2612;Rue Georges Bonnac - Vers Rue Chauffour;P50.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8701089, -0.5124019;"{""coordinates"": [-0.5124019, 44.8701089], ""type"": ""Point""}";2785;34 Avenue de Paris vers rue Daniel;Z2203CT3;BOUCLE;2203;1;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8434228, -0.589351;"{""coordinates"": [-0.589351, 44.8434228], ""type"": ""Point""}";2580;69 Rue Lachassaigne - Vers Rue Charles Monselet;P34.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8442849, -0.57836;"{""coordinates"": [-0.57836, 44.8442849], ""type"": ""Point""}";2600;68 Cours Georges Clémenceau - Vers Place Tourny;P44.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8137238, -0.503401;"{""coordinates"": [-0.503401, 44.8137238], ""type"": ""Point""}";2510;3 rue de l'esplanade - Vers Cote du Piquet;PF2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8261839, -0.588021;"{""coordinates"": [-0.588021, 44.8261839], ""type"": ""Point""}";2559;231 Rue de Pessac - Rue Commandant Charcot;P24.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8430068, -0.5792738;"{""coordinates"": [-0.5792738, 44.8430068], ""type"": ""Point""}";2778;27 Cours Clémenceau vers rue Rolland;Z401CT12;BOUCLE;401;6;2021-04-28T12:57:13+02:00;2026-09-24T10:15:00+02:00
44.8581688, -0.551743;"{""coordinates"": [-0.551743, 44.8581688], ""type"": ""Point""}";2483;Pont Chaban Delmas - Vers Quai de Brazza;PI2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8062559, -0.6302549;"{""coordinates"": [-0.6302549, 44.8062559], ""type"": ""Point""}";2698;10 Avenue Jean Jaurès - Vers Rue Nelson Mandela;PK.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9126968, -0.631614;"{""coordinates"": [-0.631614, 44.9126968], ""type"": ""Point""}";2766;2 rue du Repos - Vers Rue Léopold Carme;PU1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8267029, -0.5496639;"{""coordinates"": [-0.5496639, 44.8267029], ""type"": ""Point""}";2537;83 Quai de Paludate - Vesr Rue de Saïgon;P13.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8024888, -0.5991149;"{""coordinates"": [-0.5991149, 44.8024888], ""type"": ""Point""}";2459;14 avenue de l'Université - Vers Cours de la Libération;PU2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8289749, -0.5411179;"{""coordinates"": [-0.5411179, 44.8289749], ""type"": ""Point""}";2640;116 Quai de la Souys - Vers Rue Emile Henriot;P64.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8512449, -0.5329799;"{""coordinates"": [-0.5329799, 44.8512449], ""type"": ""Point""}";2659;100 Cours Victor Hugo - Vers Boulevards de l'Entre-Deux-Mers;P75.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8077828, -0.5514949;"{""coordinates"": [-0.5514949, 44.8077828], ""type"": ""Point""}";2680;1 rue Ambroise Croizat - Vers Rue Général Kléber;PB.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8578948, -0.5156198;"{""coordinates"": [-0.5156198, 44.8578948], ""type"": ""Point""}";2741;92 avenue René Cassagne - Vers Rue du Loret;PG1.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8456538, -0.5787179;"{""coordinates"": [-0.5787179, 44.8456538], ""type"": ""Point""}";2597;9 Rue Fondaudège - Vers Place Tourny;P43.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8492399, -0.5753868;"{""coordinates"": [-0.5753868, 44.8492399], ""type"": ""Point""}";2732;62 Cours de Verdun - Vers Rue D'Aviau;PB1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7891719, -0.6125059;"{""coordinates"": [-0.6125059, 44.7891719], ""type"": ""Point""}";2692;11 Rue Naudet - Vers Rue des Tulipiers;PH.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9264239, -0.4892959;"{""coordinates"": [-0.4892959, 44.9264239], ""type"": ""Point""}";2772;14 rue du président Coty - Vers Place de la Victoire;PY1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8327828, -0.5607729;"{""coordinates"": [-0.5607729, 44.8327828], ""type"": ""Point""}";2536;12 Quai Ste Croix - Vers Pont StJean;P12.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8047648, -0.5734039;"{""coordinates"": [-0.5734039, 44.8047648], ""type"": ""Point""}";2669;16 Chemin de Leysotte - Vers Rue de la Vérité;P80.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8415218, -0.5985528;"{""coordinates"": [-0.5985528, 44.8415218], ""type"": ""Point""}";2734;230 Rue George Mandel - Vers Rue Meret;PC1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9462528, -0.5376379;"{""coordinates"": [-0.5376379, 44.9462528], ""type"": ""Point""}";2503;4 rue Roger Espagnet - Vers Avenue de la Garonne;PB2-B.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8534639, -0.508868;"{""coordinates"": [-0.508868, 44.8534639], ""type"": ""Point""}";2740;Arrêt de bus Goya avenue Jean Zay - Vers Rue Francisco de Goya;PF1.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7883048, -0.655577;"{""coordinates"": [-0.655577, 44.7883048], ""type"": ""Point""}";2471;130 avenue du Haut Lévêque - Vers Allée Henri Matisse;PP2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8184778, -0.599143;"{""coordinates"": [-0.599143, 44.8184778], ""type"": ""Point""}";2701;12 Rue de la Médoquine - Vers Avenue Paul Bert;PM.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8502338, -0.5810268;"{""coordinates"": [-0.5810268, 44.8502338], ""type"": ""Point""}";2586;113 Rue de la Course - Vers Rue Crozilhac;P37.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8198628, -0.5120389;"{""coordinates"": [-0.5120389, 44.8198628], ""type"": ""Point""}";2511;7 route de Latresne - Vers Allée Sylvestre;PE2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7735538, -0.5645179;"{""coordinates"": [-0.5645179, 44.7735538], ""type"": ""Point""}";2454;Avenue des Pyrénées - Vers Rue de Montrignac;PW2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7841168, -0.6065359;"{""coordinates"": [-0.6065359, 44.7841168], ""type"": ""Point""}";2689;48 Cours du Général De Gaulle - Vesr Rue du Professeur Villemin;PG.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8418059, -0.578803;"{""coordinates"": [-0.578803, 44.8418059], ""type"": ""Point""}";2605;58 Cours de l Intendance - Vers Place Gambetta;P47.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8324319, -0.5795539;"{""coordinates"": [-0.5795539, 44.8324319], ""type"": ""Point""}";2624;19 Cours Aristide Briand - Vers Cours d'Albret;P56.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8512279, -0.5855929;"{""coordinates"": [-0.5855929, 44.8512279], ""type"": ""Point""}";2583;62 Rue David Johnston - Vers Rue Cassignol;P36.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7713599, -0.541896;"{""coordinates"": [-0.541896, 44.7713599], ""type"": ""Point""}";2463;59 avenue Maréchal de Lattre de Tassigny - Vers Avenue du Général Castelnau;PT2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8379889, -0.568076;"{""coordinates"": [-0.568076, 44.8379889], ""type"": ""Point""}";2617;Cours Alsace Lorraine - Vesr Pey Berland;P53.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.9062243, -0.715091;"{""coordinates"": [-0.715091, 44.9062243], ""type"": ""Point""}";5833;Lycée vers Centre Saint Aubin;Z28CT102;4G;28;;2023-03-30T11:25:15+02:00;2023-03-30T11:25:15+02:00
44.8312909, -0.5992389;"{""coordinates"": [-0.5992389, 44.8312909], ""type"": ""Point""}";2564;rue Frantz Despagnet - Vers Boulevard Pompidou;P26.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8323518, -0.57957;"{""coordinates"": [-0.57957, 44.8323518], ""type"": ""Point""}";2623;19 Cours Aristide Briand - Vers Place de la Victoire;P56.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8370979, -0.6868608;"{""coordinates"": [-0.6868608, 44.8370979], ""type"": ""Point""}";2466;7 avenue Rudolf Diesel - Vers Avenue Henri Becquerel;PQ2.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8540658, -0.5937879;"{""coordinates"": [-0.5937879, 44.8540658], ""type"": ""Point""}";2649;6 Avenue de la Libération De Gaulle - Vers Avenue du Général Leclerc;P69.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8233968, -0.5797679;"{""coordinates"": [-0.5797679, 44.8233968], ""type"": ""Point""}";2554;236 Cours de L Argonne - Vers Rue Paul Dénucé;P21.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8063369, -0.529536;"{""coordinates"": [-0.529536, 44.8063369], ""type"": ""Point""}";2641;Pont François Mitterrand - Vers Echangeur 21;P65.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8360088, -0.583488;"{""coordinates"": [-0.583488, 44.8360088], ""type"": ""Point""}";2452;37 Cours du Marechal Juin vers Boulevard;Z201CT101;BOUCLE;201;;2021-04-28T12:57:13+02:00;2026-02-04T10:35:06+01:00
44.8141719, -0.5487629;"{""coordinates"": [-0.5487629, 44.8141719], ""type"": ""Point""}";2678;66 Avenue Alexis Capelle - Vers Boulevards Jean-Jacques Bosc;PA.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8361999, -0.5786028;"{""coordinates"": [-0.5786028, 44.8361999], ""type"": ""Point""}";2615;18 rue Maréchal Joffre - Vesr Rue du Hâ;P52.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8025779, -0.5990368;"{""coordinates"": [-0.5990368, 44.8025779], ""type"": ""Point""}";2461;14 avenue de l'Université - Vers Avenue Roul;PU2.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8548549, -0.5646178;"{""coordinates"": [-0.5646178, 44.8548549], ""type"": ""Point""}";2665;100 Quai des Chartrons - Vers Cours du Médoc;P78.1;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8403409, -0.580812;"{""coordinates"": [-0.580812, 44.8403409], ""type"": ""Point""}";2610;6 Rue Nancel Pénard - Vers Place Gambetta;P49.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.8379669, -0.5680719;"{""coordinates"": [-0.5680719, 44.8379669], ""type"": ""Point""}";2618;Cours Alsace Lorraine - Vers Quai Richelieu;P53.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
44.7860099, -0.566361;"{""coordinates"": [-0.566361, 44.7860099], ""type"": ""Point""}";2684;513 Route de Toulouse - Vers Rue Alexis Labro;PD.2;PONCTUEL;0;;2021-04-28T12:57:13+02:00;2021-04-28T12:57:13+02:00
